amount,hour,merchant_risk,distance_km,prev_txn_gap,velocity_1h,card_age_days,is_international,is_fraud
58.82,11,8.1,3.2,554.0,0,661.0,1,0
41.67,15,1.4,12.7,676.0,2,1488.0,0,0
43.49,16,8.8,0.5,178.0,2,310.0,0,0
136.13,10,37.6,37.4,1259.0,0,626.0,1,0
50.62,2,36.1,17.3,450.0,3,509.0,0,0
29.49,15,6.1,31.1,751.0,0,1025.0,0,0
21.1,15,41.2,1.5,894.0,3,1324.0,0,0
22.02,4,28.7,9.6,1000.0,3,955.0,0,0
190.16,16,83.7,103.5,142.0,2,265.0,0,1
13.26,0,9.8,2.3,528.0,1,996.0,0,0
64.79,15,17.7,11.2,854.0,0,553.0,0,0
30.3,13,21.4,4.5,1084.0,1,655.0,0,0
40.44,0,20.8,27.5,1564.0,4,540.0,0,0
116.76,7,17.9,5.0,1019.0,1,325.0,0,0
22.31,10,7.5,17.1,1042.0,4,725.0,0,0
23.01,12,22.4,6.5,1628.0,4,740.0,0,0
35.21,13,7.7,12.7,859.0,2,1490.0,0,0
14.5,17,20.2,7.9,1282.0,0,456.0,0,0
25.37,14,52.1,4.1,624.0,1,441.0,0,0
81.59,6,26.3,16.4,318.0,2,1166.0,0,0
10.81,9,8.6,3.5,1015.0,1,1421.0,0,0
12.74,11,17.8,3.3,608.0,2,829.0,0,0
15.65,15,13.5,7.2,730.0,2,326.0,0,0
141.68,0,65.8,266.0,132.0,1,161.0,0,1
17.38,14,20.7,18.5,2.0,0,1060.0,0,0
21.74,15,17.4,11.8,674.0,1,723.0,0,0
